UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
40070,85022,"Nairobi, Kenya",09-04-2020,Coronavirus impact on real estate will vary by sector and market and the magnitude of the effects will hinge on the length of the economic shutdown This is the best time to invest in real estate as prices are likely to shoot at the end of Covid 19 epidemic,Positive
10277,55229,"Antwerp, Belgium",19-03-2020,Supermarket in Denmark uses clever price trick to stop sanitiser hoarding. ?@colruyt? ?@AholdDelhaize? ?@CarrefourBE? ?@Aldi_Belgie? ?@LidlBelgium? #coronavirus  https://t.co/TL3F7RJJVU,Positive
21021,65973,"Tucker, GA",23-03-2020,PSA: if youÂre wearing gloves and a mask at the grocery store but still Âtest eatingÂ the unwashed grapes you probably already have #Coronavirus ? #covid19 #yallnasty #savethemasksforhealthcareworkers #glovesdontprotectyouiflickyourfingers https://t.co/TctqWnMOyp,Neutral
16317,61269,"Michigan, USA",21-03-2020,Representative @RepRabhi is taking a call right now on the Consumer Protection line at the @MIAttyGen office. Call us at 1-877-765-8388. #coronavirus #consumerprotection https://t.co/OjVS31mye4,Neutral
32012,76964,Canada,04-04-2020,"The rippling negative effect of covid-19 on food supply chains is likely gonna usher in a catastrophic 2021.

I don't want to suggest panic buy, but we are likely to have food shortages in a few months time https://t.co/XfWNRi8pcS",Extremely Negative
40298,85250,,09-04-2020,Toilet paper shortage during outbreak? Here's why https://t.co/cPqepJQlgJ via @Yahoo #toiletpaper #coronavirus #COVID19foodsystems #covid19,Negative
43853,88805,,13-04-2020,"Before the COVID-19 crisis, food at home made up 50% of consumer food spending. Estimates say it's now approximately 80%. Learn more from @FoodBizNews. #foodtrends  https://t.co/60rPnHK20F",Extremely Negative
28120,73072,"South Carolina, USA",26-03-2020,"We are officially under a ""shelter in"" order. Days are blurring together, the week seems to go on forever, and the thought of going into a grocery store causes anxiety. What a crazy time...
#QuarantineLife #coronavirus #StayHome #WhatDayIsIt",Negative
43472,88424,Columbia Gorge,13-04-2020,The upside to wearing a mask in the grocery store is now I can lip sync all I want and no one will ever know! Secretly battling other people is totally cool too ? #SocialDistancing #COVID19US,Negative
33259,78211,,05-04-2020,Coronavirus: How is the COVID-19 outbreak affecting gas prices in Canada? #Lesson5#FossilFuels#Coal#Oil#Petroleum#SeismicImaging#Drilling#NaturalGas#TightResources#TarSands#OilSands#Suncor#Greenpeace https://t.co/C4a8GX1b7J,Neutral
18074,63026,,21-03-2020,McNally I think if there is one silver lining to is that we are seeing the NHS civil servants emergency services supermarket workers for the heroes they are and many celebrities are being shown as the egotists that they are,Negative
4844,49796,"Vancouver, Canada",17-03-2020,A friend works in a LARGE Grocery store in #VancouverCorona This person has been at home with fever coughing etc. for four days and has not been tested. Can you imagine all the people they have come in contact with. #canadalockdown #CoronavirusOutbreak #yvr #COVID2019 #vancouver,Positive
34518,79470,"Melbourne, Victoria",06-04-2020,Properties are expected to largely hold their value in most areas over the coronavirus pandemic but there are pockets where a high supply of sales will put downward pressure on prices via au,Negative
42380,87332,"Brighton, England",11-04-2020,So nobody can go for a deserted walk where no people around without being arrested? #draconian ... but hey carry on queuing at the supermarket and walk where itÂs nice and congested.  Let herd immunity really kick in. #cornoabollocks #coronavirus #COVID19,Positive
34310,79262,,06-04-2020,Make no mistake it sucks to stay at home but only one member of my family will be going out to get food from a grocery store pick up once every two weeks. Its just the way it is. #StayHome #Covid_19,Negative
22002,66954,In a ballpark somewhere,23-03-2020,The people who were so freaked out about death panels today  Your Nana died doing the things she loved Sitting alone and propping up huge companies  stock prices   news,Extremely Negative
10703,55655,"Mid Florida, USA",19-03-2020,These Mad Max gas prices are legit!  #coronavirus #coronapocalypse https://t.co/twxLLvhPYL,Negative
21844,66796,"Los Angeles, CA",23-03-2020,"We asked more than 44,000 Americans how they've changed their behaviors as a result of #COVID19. Here's what they had to say: https://t.co/XK4ucXLk0P",Neutral
40996,85948,"Fort Mill, South Carolina",10-04-2020,"Some good information from @FTC about COVID-19 scams:

https://t.co/o0KK006VqT",Negative
26051,71003,"Tremithousa, Cyprus",25-03-2020,@piersmorgan My sister is 62 working in a supermarket where she has been told they are at a 20% higher chance of getting COVID-19.she should be retired with a pension. WHO have all 60 and above in the vulnerable category but not the UK. Another thing they,Neutral
27573,72525,Houston/DC/Denver,26-03-2020,"In this time of increased economic turmoil caused by the #coronavirus  we are concerned that blocking #energy #infrastructure projects, such as the Penn East Pipeline, threatens the future of AmericaÂs energy #reliability and supply:

https://t.co/169KQApgTV",Negative
7338,52290,Singapore,18-03-2020,#Singapore: Fresh food prices not affected by lockdown. #StayAtHome #Coronavirus #Covid_19,Positive
10399,55351,London,19-03-2020,"@KirstieMAllsopp @BBCNews Here in Australia the supermarket shelves are bare, worried for my love ones in the UK of which I mean my whole family and friend family. Feel very isolated and a long way from home. 50 people in Queensland with Covid 19.",Positive
17115,62067,United Kingdom,21-03-2020,"15 teens hanging around outside the supermarket door - coughing loudly whenever someone entered. 

Can't parents just f-king parent, &amp; keep their kids indoors? Is it really that hard? ""I'm booooreddd"" is not a good reason to let them run riot.

#coronavirus #Covid_19 #covid19UK",Extremely Negative
20671,65623,?? ?,23-03-2020,Cartoon for,Neutral
23103,68055,"Charlottesville, VA",24-03-2020,"#cheese availability update: 

@Feastcville is offering: Lunch To-Go, Personal &amp; Online Shopping for Pick Up or #Delivery
OPEN for Pick Up &amp; Grocery Delivery!
10am - 3:30pm Monday - Friday

#cheeseplease #covid-19 #grocerydelivery
https://t.co/ZLUBE9vbSZ",Neutral
16285,61237,Shanghai Portland SanFrancisco,21-03-2020,"As unemployment in the US may hit ~20%, employer based #healthinsurance is clearly a failure. #COVID19 #Covid_19 is highlighting already exposed crises of our #PoliticalEconomy: need for #MedicareForAll, healthcare &amp; housing = Âconsumer spendingÂ, #BullshitJobs, etc.",Negative
12000,56952,,19-03-2020,@mattthancock - I understand you are setting up testing samples for Covid-19 to understand the spread better. A good sample to test would be supermarket workers. It would then give a sense on how panic buying has impacted the spread.  Batch test samples o,Positive
24843,69795,"Roma, Lazio",25-03-2020,"#Grocery shopping during a pandemic: @UMich  sustainability expert discusses https://t.co/V4NIEyvZkU Panic shopping increases the potential for household food #waste, since large quantities of perishable items are likely to spoil before they can be used.

#coronavirus",Negative
31115,76067,,03-04-2020,"Prices for grains and cereals slipped 1.9 percent, as export prices of all cereals except rice fell amid reduced levels of trade combined with robust harvests.

https://t.co/hNPfAkl47d",Positive
11531,56483,"New Jersey, USA",19-03-2020,"Changes @StewLeonards has taken due to the #coronavirus:
?Self serve areas closed.
?No more demos.
?No more tastings.
?Individually packaged bagels.
?Disinfecting constantly.
?All employees wearing gloves, washing hands.
?Opening early for seniors.
https://t.co/t401MZK0tF",Negative
25287,70239,India,25-03-2020,"Follow these simple step to prevent #CoronaVirus:
- Wash your hands often with soap and water, use hand sanitizer.
- Avoid touching your eyes, nose, and mouth.
- Clean all high-touch surface daily
and the most important
- #StayAtHome.??

#COVID19 #CoronaVirusIndia #DearPeople https://t.co/6HlMZJxtXO",Extremely Positive
34138,79090,"Calgary, Alberta",06-04-2020,COVID-19 Opportunity: What Low Oil Prices Could Mean For The Future Of Renewables https://t.co/B8irZu9jqk,Positive
10556,55508,"Penarth, Cardiff, Wales",19-03-2020,RMS is working around the clock to keep the nation fed Thanks to all our staff who are on the frontline replenishing stock in stores nationwide   Today we ve featured in the Wales Online Business Section,Positive
24714,69666,United Kingdom,25-03-2020,"Ted Baker has sold its London headquarters in a Â£79m deal and increased its loan facility after warning that #coronavirus related store closures have shuttered the majority of its global store estate | @RetailWeek 

Read more from #RetailWeek ? https://t.co/UFWVWrd6xU

#TedBaker https://t.co/eQYAEi7Agn",Negative
12395,57347,,20-03-2020,and an oil price war between and oil prices below 30 per barrel Trump wants to intervene Kremlin says Moscow and Riyadh don t need him to What is really going on Find out here,Negative
23839,68791,Everywhere/Nowhere,24-03-2020,COVID-19 is bad an all but like....have ya seen the gas prices? Lower than my dating standards #sheeeeeesh,Negative
39012,83964,,08-04-2020,"@DiamondandSilk Black people are dying at a higher rate from COVID-19 than any other group. Trump rolled back Obama fuel economy rule, increasing emissions during a climate crisis, and during a respiratory virus pandemic, no less. SHAME ON YOU! https://t.",Extremely Negative
35411,80363,,07-04-2020,Protect what you love,Extremely Positive
13010,57962,"Cork, Ireland",20-03-2020,The brilliant people working in our supermarket s and stores are frontline workers and need to be recognised as such,Positive
31692,76644,"Sydney, Australia.",04-04-2020,Panic in Over Alleged Food Crisis Social Unrest Grows Over Regime s Response citizens are panic buying food after two alleged government documents were leaked online Watch full video,Extremely Negative
16523,61475,Mumbai,21-03-2020,"@WaltDisneyCo  said on Thursday the spread of the #coronavirus could lead to #consumerbehavior changes, further disrupting its #business. #covid19 #coronaviruspandemic #coronavirusoutbreak 
https://t.co/3HpWFLR1N3",Neutral
39348,84300,NY NY,09-04-2020,Ask a Bioethicist Should I Be Online Grocery Shopping During COVID 19,Neutral
10711,55663,"Cleckheaton, West Yorkshire",19-03-2020,"Last barcode orders going out to 69 more @sainsburys stores @SainsburysNews so that they can get your online deliveries out to you while you #StaySafeStayHome, We will continue to get these labels out quicker than normal to keep up with online shopping demand #rt #coronavirus https://t.co/moHEm7AjBE",Negative
35746,80698,"Groningen, Niederlande",07-04-2020,Jacob van Driebergen 1436 1509 prepared for he stocked up and hoarded lots of His is part of this image c 1502 coll,Positive
34402,79354,,06-04-2020,@Aaron_TheThomas Just got back from the supermarket. There was a bloke there in a mask. I felt sorry for him. He was actually trying to rob the place but couldn't get anyone's attention. #COVID19au #auspol2020 #COVID2019,Negative
32673,77625,,05-04-2020,Covid 19: Nnewi youths storm market to control food prices https://t.co/tiXaN7OEhR https://t.co/MyR5rGHzcG,Neutral
38179,83131,"Phoenix, AZ",08-04-2020,"To all the healthcare workers, Law Enforcement Officials, semi-truck drivers, farmers, department store /grocery market workers; from the deepest emotions of my heart, I thank you! #Helpers ?#COVID #Phoenix #Arizona #Covid_19 #CoronaVirus  #QuarantineLife #Quarantine https://t.co/DP805dqTfx",Positive
